statement_id,account_id,period_start,period_end,ending_balance,transmitted_at,available_at
STM-01023-202610,ACC-01023,2026-09-26,2026-10-25,1113.74,2026-10-26T04:00:00Z,2026-10-26T04:00:00Z
STM-01024-202607,ACC-01024,2026-06-26,2026-07-25,2115.82,2026-07-26T04:00:00Z,2026-07-26T04:00:00Z
STM-01024-202608,ACC-01024,2026-07-26,2026-08-25,2583.71,2026-08-26T04:00:00Z,2026-08-26T04:00:00Z
STM-01024-202609,ACC-01024,2026-08-26,2026-09-25,2602.81,2026-09-26T04:00:00Z,2026-09-26T04:00:00Z
STM-01024-202610,ACC-01024,2026-09-26,2026-10-25,2346.18,2026-10-26T04:00:00Z,2026-10-26T04:00:00Z
STM-01025-202607,ACC-01025,2026-06-26,2026-07-25,63.97,2026-07-26T04:00:00Z,2026-07-26T04:00:00Z
STM-01025-202608,ACC-01025,2026-07-26,2026-08-25,43.48,2026-08-26T04:00:00Z,2026-08-26T04:00:00Z
STM-01025-202609,ACC-01025,2026-08-26,2026-09-25,45.96,2026-09-26T04:00:00Z,2026-09-26T04:00:00Z
STM-01025-202610,ACC-01025,2026-09-26,2026-10-25,53.83,2026-10-26T04:00:00Z,2026-10-26T04:00:00Z
STM-01026-202607,ACC-01026,2026-06-26,2026-07-25,2839.67,2026-07-26T04:00:00Z,2026-07-26T04:00:00Z
STM-01026-202608,ACC-01026,2026-07-26,2026-08-25,3170.86,2026-08-26T04:00:00Z,2026-08-26T04:00:00Z
STM-01026-202609,ACC-01026,2026-08-26,2026-09-25,1800.11,2026-09-26T04:00:00Z,2026-09-26T04:00:00Z
STM-01026-202610,ACC-01026,2026-09-26,2026-10-25,3677.66,2026-10-26T04:00:00Z,2026-10-26T04:00:00Z
STM-01027-202607,ACC-01027,2026-06-18,2026-07-17,2958.62,2026-07-18T04:00:00Z,2026-07-18T04:00:00Z
STM-01027-202608,ACC-01027,2026-07-18,2026-08-17,0.00,2026-08-18T04:00:00Z,2026-08-18T04:00:00Z
STM-01027-202609,ACC-01027,2026-08-18,2026-09-17,4678.97,2026-09-18T04:00:00Z,2026-09-18T04:00:00Z
STM-01027-202610,ACC-01027,2026-09-18,2026-10-17,1889.72,2026-10-18T04:00:00Z,2026-10-18T04:00:00Z
STM-01028-202607,ACC-01028,2026-06-21,2026-07-20,158.69,2026-07-21T04:00:00Z,2026-07-21T04:00:00Z
STM-01028-202608,ACC-01028,2026-07-21,2026-08-20,155.66,2026-08-21T04:00:00Z,2026-08-21T04:00:00Z
STM-01028-202609,ACC-01028,2026-08-21,2026-09-20,182.61,2026-09-21T04:00:00Z,2026-09-21T04:00:00Z
STM-01028-202610,ACC-01028,2026-09-21,2026-10-20,126.63,2026-10-21T04:00:00Z,2026-10-21T04:00:00Z
STM-01029-202607,ACC-01029,2026-06-26,2026-07-25,1598.64,2026-07-26T04:00:00Z,2026-07-26T04:00:00Z
STM-01029-202608,ACC-01029,2026-07-26,2026-08-25,525.76,2026-08-26T04:00:00Z,2026-08-26T04:00:00Z
STM-01029-202609,ACC-01029,2026-08-26,2026-09-25,1512.30,2026-09-26T04:00:00Z,2026-09-26T04:00:00Z
STM-01029-202610,ACC-01029,2026-09-26,2026-10-25,1450.49,2026-10-26T04:00:00Z,2026-10-26T04:00:00Z
STM-01030-202607,ACC-01030,2026-06-18,2026-07-17,1716.99,2026-07-18T04:00:00Z,2026-07-18T04:00:00Z
STM-01030-202608,ACC-01030,2026-07-18,2026-08-17,756.10,2026-08-18T04:00:00Z,2026-08-18T04:00:00Z
STM-01030-202609,ACC-01030,2026-08-18,2026-09-17,1623.74,2026-09-18T04:00:00Z,2026-09-18T04:00:00Z
STM-01030-202610,ACC-01030,2026-09-18,2026-10-17,1295.53,2026-10-18T04:00:00Z,2026-10-18T04:00:00Z
STM-01031-202607,ACC-01031,2026-06-21,2026-07-20,1835.76,2026-07-21T04:00:00Z,2026-07-21T04:00:00Z
STM-01031-202608,ACC-01031,2026-07-21,2026-08-20,1376.33,2026-08-21T04:00:00Z,2026-08-21T04:00:00Z
STM-01031-202609,ACC-01031,2026-08-21,2026-09-20,960.76,2026-09-21T04:00:00Z,2026-09-21T04:00:00Z
STM-01031-202610,ACC-01031,2026-09-21,2026-10-20,1139.19,2026-10-21T04:00:00Z,2026-10-21T04:00:00Z
STM-01032-202607,ACC-01032,2026-06-13,2026-07-12,1206.01,2026-07-13T04:00:00Z,2026-07-13T04:00:00Z
STM-01032-202608,ACC-01032,2026-07-13,2026-08-12,2137.10,2026-08-13T04:00:00Z,2026-08-13T04:00:00Z
STM-01032-202609,ACC-01032,2026-08-13,2026-09-12,2659.90,2026-09-13T04:00:00Z,2026-09-13T04:00:00Z
STM-01032-202610,ACC-01032,2026-09-13,2026-10-12,3034.61,2026-10-13T04:00:00Z,2026-10-13T04:00:00Z
STM-01032-202611,ACC-01032,2026-10-13,2026-11-12,1521.55,2026-11-13T05:00:00Z,2026-11-13T05:00:00Z
STM-01033-202607,ACC-01033,2026-06-18,2026-07-17,1555.23,2026-07-18T04:00:00Z,2026-07-18T04:00:00Z
STM-01033-202608,ACC-01033,2026-07-18,2026-08-17,1569.74,2026-08-18T04:00:00Z,2026-08-18T04:00:00Z
STM-01033-202609,ACC-01033,2026-08-18,2026-09-17,1578.17,2026-09-18T04:00:00Z,2026-09-18T04:00:00Z
STM-01033-202610,ACC-01033,2026-09-18,2026-10-17,1504.01,2026-10-18T04:00:00Z,2026-10-18T04:00:00Z
STM-01034-202607,ACC-01034,2026-06-21,2026-07-20,1053.25,2026-07-21T04:00:00Z,2026-07-21T04:00:00Z
STM-01034-202608,ACC-01034,2026-07-21,2026-08-20,1113.37,2026-08-21T04:00:00Z,2026-08-21T04:00:00Z
STM-01034-202609,ACC-01034,2026-08-21,2026-09-20,1488.02,2026-09-21T04:00:00Z,2026-09-21T04:00:00Z
STM-01034-202610,ACC-01034,2026-09-21,2026-10-20,1250.83,2026-10-21T04:00:00Z,2026-10-21T04:00:00Z
STM-01035-202607,ACC-01035,2026-06-04,2026-07-03,2397.70,2026-07-04T04:00:00Z,2026-07-04T04:00:00Z
STM-01035-202608,ACC-01035,2026-07-04,2026-08-03,2877.20,2026-08-04T04:00:00Z,2026-08-04T04:00:00Z
STM-01035-202609,ACC-01035,2026-08-04,2026-09-03,3611.59,2026-09-04T04:00:00Z,2026-09-04T04:00:00Z
STM-01035-202610,ACC-01035,2026-09-04,2026-10-03,2735.40,2026-10-04T04:00:00Z,2026-10-04T04:00:00Z
STM-01035-202611,ACC-01035,2026-10-04,2026-11-03,1367.20,2026-11-04T05:00:00Z,2026-11-04T05:00:00Z
STM-01036-202607,ACC-01036,2026-06-26,2026-07-25,5107.66,2026-07-26T04:00:00Z,2026-07-26T04:00:00Z
STM-01036-202608,ACC-01036,2026-07-26,2026-08-25,5207.10,2026-08-26T04:00:00Z,2026-08-26T04:00:00Z
STM-01036-202609,ACC-01036,2026-08-26,2026-09-25,7916.54,2026-09-26T04:00:00Z,2026-09-26T04:00:00Z
STM-01036-202610,ACC-01036,2026-09-26,2026-10-25,6129.01,2026-10-26T04:00:00Z,2026-10-26T04:00:00Z
STM-01037-202607,ACC-01037,2026-06-04,2026-07-03,1716.84,2026-07-04T04:00:00Z,2026-07-04T04:00:00Z
STM-01037-202608,ACC-01037,2026-07-04,2026-08-03,0.00,2026-08-04T04:00:00Z,2026-08-04T04:00:00Z
STM-01037-202609,ACC-01037,2026-08-04,2026-09-03,2115.93,2026-09-04T04:00:00Z,2026-09-04T04:00:00Z
STM-01037-202610,ACC-01037,2026-09-04,2026-10-03,1182.21,2026-10-04T04:00:00Z,2026-10-04T04:00:00Z
STM-01037-202611,ACC-01037,2026-10-04,2026-11-03,1694.56,2026-11-04T05:00:00Z,2026-11-04T05:00:00Z
STM-01038-202607,ACC-01038,2026-06-04,2026-07-03,7555.09,2026-07-04T04:00:00Z,2026-07-04T04:00:00Z
STM-01038-202608,ACC-01038,2026-07-04,2026-08-03,14788.92,2026-08-04T04:00:00Z,2026-08-04T04:00:00Z
STM-01038-202609,ACC-01038,2026-08-04,2026-09-03,15131.12,2026-09-04T04:00:00Z,2026-09-04T04:00:00Z
STM-01038-202610,ACC-01038,2026-09-04,2026-10-03,10842.11,2026-10-04T04:00:00Z,2026-10-04T04:00:00Z
STM-01038-202611,ACC-01038,2026-10-04,2026-11-03,11737.40,2026-11-04T05:00:00Z,2026-11-04T05:00:00Z
STM-01039-202607,ACC-01039,2026-06-04,2026-07-03,170.44,2026-07-04T04:00:00Z,2026-07-04T04:00:00Z
STM-01039-202608,ACC-01039,2026-07-04,2026-08-03,154.85,2026-08-04T04:00:00Z,2026-08-04T04:00:00Z
STM-01039-202609,ACC-01039,2026-08-04,2026-09-03,182.54,2026-09-04T04:00:00Z,2026-09-04T04:00:00Z
STM-01039-202610,ACC-01039,2026-09-04,2026-10-03,301.71,2026-10-04T04:00:00Z,2026-10-04T04:00:00Z
STM-01039-202611,ACC-01039,2026-10-04,2026-11-03,234.19,2026-11-04T05:00:00Z,2026-11-04T05:00:00Z
STM-01040-202607,ACC-01040,2026-06-13,2026-07-12,1081.23,2026-07-13T04:00:00Z,2026-07-13T04:00:00Z
STM-01040-202608,ACC-01040,2026-07-13,2026-08-12,0.00,2026-08-13T04:00:00Z,2026-08-13T04:00:00Z
STM-01040-202609,ACC-01040,2026-08-13,2026-09-12,950.10,2026-09-13T04:00:00Z,2026-09-13T04:00:00Z
STM-01040-202610,ACC-01040,2026-09-13,2026-10-12,777.74,2026-10-13T04:00:00Z,2026-10-13T04:00:00Z
STM-01040-202611,ACC-01040,2026-10-13,2026-11-12,929.56,2026-11-13T05:00:00Z,2026-11-13T05:00:00Z
STM-01041-202607,ACC-01041,2026-06-18,2026-07-17,0.00,2026-07-18T04:00:00Z,2026-07-18T04:00:00Z
STM-01041-202608,ACC-01041,2026-07-18,2026-08-17,969.39,2026-08-18T04:00:00Z,2026-08-18T04:00:00Z
STM-01041-202609,ACC-01041,2026-08-18,2026-09-17,972.11,2026-09-18T04:00:00Z,2026-09-18T04:00:00Z
STM-01041-202610,ACC-01041,2026-09-18,2026-10-17,891.45,2026-10-18T04:00:00Z,2026-10-18T04:00:00Z
STM-01042-202607,ACC-01042,2026-06-18,2026-07-17,205.60,2026-07-18T04:00:00Z,2026-07-18T04:00:00Z
STM-01042-202608,ACC-01042,2026-07-18,2026-08-17,325.25,2026-08-18T04:00:00Z,2026-08-18T04:00:00Z
STM-01042-202609,ACC-01042,2026-08-18,2026-09-17,0.00,2026-09-18T04:00:00Z,2026-09-18T04:00:00Z
STM-01042-202610,ACC-01042,2026-09-18,2026-10-17,332.26,2026-10-18T04:00:00Z,2026-10-18T04:00:00Z
STM-01043-202607,ACC-01043,2026-06-26,2026-07-25,346.10,2026-07-26T04:00:00Z,2026-07-26T04:00:00Z
STM-01043-202608,ACC-01043,2026-07-26,2026-08-25,454.37,2026-08-26T04:00:00Z,2026-08-26T04:00:00Z
STM-01043-202609,ACC-01043,2026-08-26,2026-09-25,0.00,2026-09-26T04:00:00Z,2026-09-26T04:00:00Z
STM-01043-202610,ACC-01043,2026-09-26,2026-10-25,0.00,2026-10-26T04:00:00Z,2026-10-26T04:00:00Z
STM-01044-202607,ACC-01044,2026-06-13,2026-07-12,1498.72,2026-07-13T04:00:00Z,2026-07-13T04:00:00Z
STM-01044-202608,ACC-01044,2026-07-13,2026-08-12,2343.58,2026-08-13T04:00:00Z,2026-08-13T04:00:00Z
STM-01044-202609,ACC-01044,2026-08-13,2026-09-12,2193.06,2026-09-13T04:00:00Z,2026-09-13T04:00:00Z
STM-01044-202610,ACC-01044,2026-09-13,2026-10-12,1639.84,2026-10-13T04:00:00Z,2026-10-13T04:00:00Z
STM-01044-202611,ACC-01044,2026-10-13,2026-11-12,2088.14,2026-11-13T05:00:00Z,2026-11-13T05:00:00Z
STM-01045-202607,ACC-01045,2026-06-04,2026-07-03,2831.29,2026-07-04T04:00:00Z,2026-07-04T04:00:00Z
STM-01045-202608,ACC-01045,2026-07-04,2026-08-03,2325.09,2026-08-04T04:00:00Z,2026-08-04T04:00:00Z
STM-01045-202609,ACC-01045,2026-08-04,2026-09-03,2603.37,2026-09-04T04:00:00Z,2026-09-04T04:00:00Z
STM-01045-202610,ACC-01045,2026-09-04,2026-10-03,1688.65,2026-10-04T04:00:00Z,2026-10-04T04:00:00Z
STM-01045-202611,ACC-01045,2026-10-04,2026-11-03,3251.94,2026-11-04T05:00:00Z,2026-11-04T05:00:00Z
STM-01046-202607,ACC-01046,2026-06-13,2026-07-12,0.00,2026-07-13T04:00:00Z,2026-07-13T04:00:00Z
STM-01046-202608,ACC-01046,2026-07-13,2026-08-12,3109.44,2026-08-13T04:00:00Z,2026-08-13T04:00:00Z
STM-01046-202609,ACC-01046,2026-08-13,2026-09-12,2244.05,2026-09-13T04:00:00Z,2026-09-13T04:00:00Z
STM-01046-202610,ACC-01046,2026-09-13,2026-10-12,1858.35,2026-10-13T04:00:00Z,2026-10-13T04:00:00Z
STM-01046-202611,ACC-01046,2026-10-13,2026-11-12,3036.40,2026-11-13T05:00:00Z,2026-11-13T05:00:00Z
STM-01047-202607,ACC-01047,2026-06-18,2026-07-17,2150.02,2026-07-18T04:00:00Z,2026-07-18T04:00:00Z
STM-01047-202608,ACC-01047,2026-07-18,2026-08-17,3296.86,2026-08-18T04:00:00Z,2026-08-18T04:00:00Z
STM-01047-202609,ACC-01047,2026-08-18,2026-09-17,2001.22,2026-09-18T04:00:00Z,2026-09-18T04:00:00Z
STM-01047-202610,ACC-01047,2026-09-18,2026-10-17,2557.87,2026-10-18T04:00:00Z,2026-10-18T04:00:00Z
STM-01048-202607,ACC-01048,2026-06-26,2026-07-25,3552.94,2026-07-26T04:00:00Z,2026-07-26T04:00:00Z
STM-01048-202608,ACC-01048,2026-07-26,2026-08-25,2965.42,2026-08-26T04:00:00Z,2026-08-26T04:00:00Z
STM-01048-202609,ACC-01048,2026-08-26,2026-09-25,4318.62,2026-09-26T04:00:00Z,2026-09-26T04:00:00Z
STM-01048-202610,ACC-01048,2026-09-26,2026-10-25,5880.83,2026-10-26T04:00:00Z,2026-10-26T04:00:00Z
STM-01049-202607,ACC-01049,2026-06-13,2026-07-12,1274.45,2026-07-13T04:00:00Z,2026-07-13T04:00:00Z
STM-01049-202608,ACC-01049,2026-07-13,2026-08-12,716.65,2026-08-13T04:00:00Z,2026-08-13T04:00:00Z
STM-01049-202609,ACC-01049,2026-08-13,2026-09-12,1649.01,2026-09-13T04:00:00Z,2026-09-13T04:00:00Z
STM-01049-202610,ACC-01049,2026-09-13,2026-10-12,1593.82,2026-10-13T04:00:00Z,2026-10-13T04:00:00Z
STM-01049-202611,ACC-01049,2026-10-13,2026-11-12,1482.31,2026-11-13T05:00:00Z,2026-11-13T05:00:00Z
STM-01050-202607,ACC-01050,2026-06-26,2026-07-25,376.96,2026-07-26T04:00:00Z,2026-07-26T04:00:00Z
STM-01050-202608,ACC-01050,2026-07-26,2026-08-25,143.85,2026-08-26T04:00:00Z,2026-08-26T04:00:00Z
STM-01050-202609,ACC-01050,2026-08-26,2026-09-25,415.82,2026-09-26T04:00:00Z,2026-09-26T04:00:00Z
STM-01050-202610,ACC-01050,2026-09-26,2026-10-25,435.17,2026-10-26T04:00:00Z,2026-10-26T04:00:00Z
STM-01051-202607,ACC-01051,2026-06-13,2026-07-12,851.93,2026-07-13T04:00:00Z,2026-07-13T04:00:00Z
STM-01051-202608,ACC-01051,2026-07-13,2026-08-12,745.44,2026-08-13T04:00:00Z,2026-08-13T04:00:00Z
STM-01051-202609,ACC-01051,2026-08-13,2026-09-12,836.29,2026-09-13T04:00:00Z,2026-09-13T04:00:00Z
STM-01051-202610,ACC-01051,2026-09-13,2026-10-12,910.86,2026-10-13T04:00:00Z,2026-10-13T04:00:00Z
STM-01051-202611,ACC-01051,2026-10-13,2026-11-12,836.97,2026-11-13T05:00:00Z,2026-11-13T05:00:00Z
STM-01052-202607,ACC-01052,2026-06-13,2026-07-12,4762.92,2026-07-13T04:00:00Z,2026-07-13T04:00:00Z
STM-01052-202608,ACC-01052,2026-07-13,2026-08-12,4622.10,2026-08-13T04:00:00Z,2026-08-13T04:00:00Z
STM-01052-202609,ACC-01052,2026-08-13,2026-09-12,4530.07,2026-09-13T04:00:00Z,2026-09-13T04:00:00Z
STM-01052-202610,ACC-01052,2026-09-13,2026-10-12,5393.78,2026-10-13T04:00:00Z,2026-10-13T04:00:00Z
STM-01052-202611,ACC-01052,2026-10-13,2026-11-12,6556.31,2026-11-13T05:00:00Z,2026-11-13T05:00:00Z
STM-01053-202607,ACC-01053,2026-06-13,2026-07-12,3030.97,2026-07-13T04:00:00Z,2026-07-13T04:00:00Z
STM-01053-202608,ACC-01053,2026-07-13,2026-08-12,4633.91,2026-08-13T04:00:00Z,2026-08-13T04:00:00Z
STM-01053-202609,ACC-01053,2026-08-13,2026-09-12,2399.05,2026-09-13T04:00:00Z,2026-09-13T04:00:00Z
STM-01053-202610,ACC-01053,2026-09-13,2026-10-12,2418.30,2026-10-13T04:00:00Z,2026-10-13T04:00:00Z
STM-01053-202611,ACC-01053,2026-10-13,2026-11-12,5461.39,2026-11-13T05:00:00Z,2026-11-13T05:00:00Z
STM-01054-202607,ACC-01054,2026-06-26,2026-07-25,1843.06,2026-07-26T04:00:00Z,2026-07-26T04:00:00Z
STM-01054-202608,ACC-01054,2026-07-26,2026-08-25,1222.00,2026-08-26T04:00:00Z,2026-08-26T04:00:00Z
STM-01054-202609,ACC-01054,2026-08-26,2026-09-25,1314.31,2026-09-26T04:00:00Z,2026-09-26T04:00:00Z
STM-01054-202610,ACC-01054,2026-09-26,2026-10-25,1585.82,2026-10-26T04:00:00Z,2026-10-26T04:00:00Z
STM-01055-202607,ACC-01055,2026-06-18,2026-07-17,2994.19,2026-07-18T04:00:00Z,2026-07-18T04:00:00Z
STM-01055-202608,ACC-01055,2026-07-18,2026-08-17,4203.31,2026-08-18T04:00:00Z,2026-08-18T04:00:00Z
STM-01055-202609,ACC-01055,2026-08-18,2026-09-17,2865.27,2026-09-18T04:00:00Z,2026-09-18T04:00:00Z
STM-01055-202610,ACC-01055,2026-09-18,2026-10-17,2959.90,2026-10-18T04:00:00Z,2026-10-18T04:00:00Z
STM-01056-202607,ACC-01056,2026-06-04,2026-07-03,2207.12,2026-07-04T04:00:00Z,2026-07-04T04:00:00Z
STM-01056-202608,ACC-01056,2026-07-04,2026-08-03,3495.25,2026-08-04T04:00:00Z,2026-08-04T04:00:00Z
STM-01056-202609,ACC-01056,2026-08-04,2026-09-03,2761.01,2026-09-04T04:00:00Z,2026-09-04T04:00:00Z
STM-01056-202610,ACC-01056,2026-09-04,2026-10-03,3128.87,2026-10-04T04:00:00Z,2026-10-04T04:00:00Z
STM-01056-202611,ACC-01056,2026-10-04,2026-11-03,2827.19,2026-11-04T05:00:00Z,2026-11-04T05:00:00Z
STM-01057-202607,ACC-01057,2026-06-04,2026-07-03,1650.66,2026-07-04T04:00:00Z,2026-07-04T04:00:00Z
STM-01057-202608,ACC-01057,2026-07-04,2026-08-03,2107.05,2026-08-04T04:00:00Z,2026-08-04T04:00:00Z
STM-01057-202609,ACC-01057,2026-08-04,2026-09-03,1335.48,2026-09-04T04:00:00Z,2026-09-04T04:00:00Z
STM-01057-202610,ACC-01057,2026-09-04,2026-10-03,1621.69,2026-10-04T04:00:00Z,2026-10-04T04:00:00Z
STM-01057-202611,ACC-01057,2026-10-04,2026-11-03,1493.71,2026-11-04T05:00:00Z,2026-11-04T05:00:00Z
STM-01058-202607,ACC-01058,2026-06-13,2026-07-12,1671.46,2026-07-13T04:00:00Z,2026-07-13T04:00:00Z
STM-01058-202608,ACC-01058,2026-07-13,2026-08-12,743.49,2026-08-13T04:00:00Z,2026-08-13T04:00:00Z
STM-01058-202609,ACC-01058,2026-08-13,2026-09-12,736.01,2026-09-13T04:00:00Z,2026-09-13T04:00:00Z
STM-01058-202610,ACC-01058,2026-09-13,2026-10-12,1604.03,2026-10-13T04:00:00Z,2026-10-13T04:00:00Z
STM-01058-202611,ACC-01058,2026-10-13,2026-11-12,1625.09,2026-11-13T05:00:00Z,2026-11-13T05:00:00Z
STM-01059-202607,ACC-01059,2026-06-26,2026-07-25,4375.23,2026-07-26T04:00:00Z,2026-07-26T04:00:00Z
STM-01059-202608,ACC-01059,2026-07-26,2026-08-25,3561.80,2026-08-26T04:00:00Z,2026-08-26T04:00:00Z
STM-01059-202609,ACC-01059,2026-08-26,2026-09-25,4716.41,2026-09-26T04:00:00Z,2026-09-26T04:00:00Z
STM-01059-202610,ACC-01059,2026-09-26,2026-10-25,4625.20,2026-10-26T04:00:00Z,2026-10-26T04:00:00Z
STM-01060-202607,ACC-01060,2026-06-04,2026-07-03,1133.21,2026-07-04T04:00:00Z,2026-07-04T04:00:00Z
STM-01060-202608,ACC-01060,2026-07-04,2026-08-03,2089.92,2026-08-04T04:00:00Z,2026-08-04T04:00:00Z
STM-01060-202609,ACC-01060,2026-08-04,2026-09-03,3320.04,2026-09-04T04:00:00Z,2026-09-04T04:00:00Z
STM-01060-202610,ACC-01060,2026-09-04,2026-10-03,2952.53,2026-10-04T04:00:00Z,2026-10-04T04:00:00Z
STM-01060-202611,ACC-01060,2026-10-04,2026-11-03,2724.34,2026-11-04T05:00:00Z,2026-11-04T05:00:00Z
STM-01061-202607,ACC-01061,2026-06-18,2026-07-17,1258.82,2026-07-18T04:00:00Z,2026-07-18T04:00:00Z
STM-01061-202608,ACC-01061,2026-07-18,2026-08-17,2824.21,2026-08-18T04:00:00Z,2026-08-18T04:00:00Z
STM-01061-202609,ACC-01061,2026-08-18,2026-09-17,3253.26,2026-09-18T04:00:00Z,2026-09-18T04:00:00Z
STM-01061-202610,ACC-01061,2026-09-18,2026-10-17,2827.16,2026-10-18T04:00:00Z,2026-10-18T04:00:00Z
STM-01062-202607,ACC-01062,2026-06-09,2026-07-08,7058.89,2026-07-09T04:00:00Z,2026-07-09T04:00:00Z
STM-01062-202608,ACC-01062,2026-07-09,2026-08-08,3572.44,2026-08-09T04:00:00Z,2026-08-09T04:00:00Z
STM-01062-202609,ACC-01062,2026-08-09,2026-09-08,4311.59,2026-09-09T04:00:00Z,2026-09-09T04:00:00Z
STM-01062-202610,ACC-01062,2026-09-09,2026-10-08,6875.23,2026-10-09T04:00:00Z,2026-10-09T04:00:00Z
STM-01062-202611,ACC-01062,2026-10-09,2026-11-08,6156.31,2026-11-09T05:00:00Z,2026-11-09T05:00:00Z
STM-01063-202607,ACC-01063,2026-06-04,2026-07-03,3612.11,2026-07-04T04:00:00Z,2026-07-04T04:00:00Z
STM-01063-202608,ACC-01063,2026-07-04,2026-08-03,3023.72,2026-08-04T04:00:00Z,2026-08-04T04:00:00Z
STM-01063-202609,ACC-01063,2026-08-04,2026-09-03,2652.53,2026-09-04T04:00:00Z,2026-09-04T04:00:00Z
STM-01063-202610,ACC-01063,2026-09-04,2026-10-03,2372.19,2026-10-04T04:00:00Z,2026-10-04T04:00:00Z
STM-01063-202611,ACC-01063,2026-10-04,2026-11-03,0.00,2026-11-04T05:00:00Z,2026-11-04T05:00:00Z
STM-01064-202607,ACC-01064,2026-06-13,2026-07-12,390.91,2026-07-13T04:00:00Z,2026-07-13T04:00:00Z
STM-01064-202608,ACC-01064,2026-07-13,2026-08-12,371.11,2026-08-13T04:00:00Z,2026-08-13T04:00:00Z
STM-01064-202609,ACC-01064,2026-08-13,2026-09-12,182.05,2026-09-13T04:00:00Z,2026-09-13T04:00:00Z
STM-01064-202610,ACC-01064,2026-09-13,2026-10-12,391.34,2026-10-13T04:00:00Z,2026-10-13T04:00:00Z
STM-01064-202611,ACC-01064,2026-10-13,2026-11-12,266.34,2026-11-13T05:00:00Z,2026-11-13T05:00:00Z
STM-01065-202607,ACC-01065,2026-06-21,2026-07-20,3451.45,2026-07-21T04:00:00Z,2026-07-21T04:00:00Z
STM-01065-202608,ACC-01065,2026-07-21,2026-08-20,2069.71,2026-08-21T04:00:00Z,2026-08-21T04:00:00Z
STM-01065-202609,ACC-01065,2026-08-21,2026-09-20,3385.88,2026-09-21T04:00:00Z,2026-09-21T04:00:00Z
STM-01065-202610,ACC-01065,2026-09-21,2026-10-20,3264.54,2026-10-21T04:00:00Z,2026-10-21T04:00:00Z
STM-01066-202607,ACC-01066,2026-06-21,2026-07-20,3895.77,2026-07-21T04:00:00Z,2026-07-21T04:00:00Z
STM-01066-202608,ACC-01066,2026-07-21,2026-08-20,5035.53,2026-08-21T04:00:00Z,2026-08-21T04:00:00Z
STM-01066-202609,ACC-01066,2026-08-21,2026-09-20,1844.73,2026-09-21T04:00:00Z,2026-09-21T04:00:00Z
STM-01066-202610,ACC-01066,2026-09-21,2026-10-20,0.00,2026-10-21T04:00:00Z,2026-10-21T04:00:00Z
STM-01067-202607,ACC-01067,2026-06-26,2026-07-25,352.51,2026-07-26T04:00:00Z,2026-07-26T04:00:00Z
STM-01067-202608,ACC-01067,2026-07-26,2026-08-25,360.92,2026-08-26T04:00:00Z,2026-08-26T04:00:00Z
STM-01067-202609,ACC-01067,2026-08-26,2026-09-25,456.52,2026-09-26T04:00:00Z,2026-09-26T04:00:00Z
STM-01067-202610,ACC-01067,2026-09-26,2026-10-25,277.73,2026-10-26T04:00:00Z,2026-10-26T04:00:00Z
STM-01068-202607,ACC-01068,2026-06-21,2026-07-20,915.40,2026-07-21T04:00:00Z,2026-07-21T04:00:00Z
STM-01068-202608,ACC-01068,2026-07-21,2026-08-20,1751.71,2026-08-21T04:00:00Z,2026-08-21T04:00:00Z
STM-01068-202609,ACC-01068,2026-08-21,2026-09-20,1773.62,2026-09-21T04:00:00Z,2026-09-21T04:00:00Z
STM-01068-202610,ACC-01068,2026-09-21,2026-10-20,2656.47,2026-10-21T04:00:00Z,2026-10-21T04:00:00Z
STM-01069-202607,ACC-01069,2026-06-21,2026-07-20,1853.25,2026-07-21T04:00:00Z,2026-07-21T04:00:00Z
STM-01069-202608,ACC-01069,2026-07-21,2026-08-20,790.09,2026-08-21T04:00:00Z,2026-08-21T04:00:00Z
STM-01069-202609,ACC-01069,2026-08-21,2026-09-20,1565.97,2026-09-21T04:00:00Z,2026-09-21T04:00:00Z
STM-01069-202610,ACC-01069,2026-09-21,2026-10-20,1708.07,2026-10-21T04:00:00Z,2026-10-21T04:00:00Z
STM-01070-202607,ACC-01070,2026-06-26,2026-07-25,1082.15,2026-07-26T04:00:00Z,2026-07-26T04:00:00Z
STM-01070-202608,ACC-01070,2026-07-26,2026-08-25,1030.41,2026-08-26T04:00:00Z,2026-08-26T04:00:00Z
STM-01070-202609,ACC-01070,2026-08-26,2026-09-25,1784.53,2026-09-26T04:00:00Z,2026-09-26T04:00:00Z
STM-01070-202610,ACC-01070,2026-09-26,2026-10-25,0.00,2026-10-26T04:00:00Z,2026-10-26T04:00:00Z
STM-01071-202607,ACC-01071,2026-06-26,2026-07-25,684.56,2026-07-26T04:00:00Z,2026-07-26T04:00:00Z
STM-01071-202608,ACC-01071,2026-07-26,2026-08-25,1404.29,2026-08-26T04:00:00Z,2026-08-26T04:00:00Z
STM-01071-202609,ACC-01071,2026-08-26,2026-09-25,893.74,2026-09-26T04:00:00Z,2026-09-26T04:00:00Z
STM-01071-202610,ACC-01071,2026-09-26,2026-10-25,1139.44,2026-10-26T04:00:00Z,2026-10-26T04:00:00Z
STM-01072-202607,ACC-01072,2026-06-26,2026-07-25,283.59,2026-07-26T04:00:00Z,2026-07-26T04:00:00Z
STM-01072-202608,ACC-01072,2026-07-26,2026-08-25,350.42,2026-08-26T04:00:00Z,2026-08-26T04:00:00Z
