account_id,customer_id,product_code,opened_at,credit_limit,annual_fee,annual_fee_posting_month,statement_closing_day,status,purchase_apr,rewards_balance,rewards_unit,available_at
ACC-00612,CUS-00612,VOYAGER,2016-04-25,15500,95.00,4,17,open,24.49,15517,miles,2016-04-25T14:00:00Z
ACC-00613,CUS-00613,SUMMIT,2020-12-26,27000,450.00,12,12,open,25.99,7855,miles,2020-12-26T15:00:00Z
ACC-00614,CUS-00614,SUMMIT,2019-03-04,26300,450.00,3,20,open,25.99,8613,miles,2019-03-04T15:00:00Z
ACC-00615,CUS-00615,FOUNDATION,2021-08-14,1200,0.00,,20,open,28.49,157,cash_back,2021-08-14T14:00:00Z
ACC-00616,CUS-00616,EVERYDAY_CASH,2006-05-13,11700,0.00,,3,open,24.49,216,cash_back,2006-05-13T14:00:00Z
ACC-00617,CUS-00617,VOYAGER,2003-09-10,11300,95.00,9,12,open,24.49,36251,miles,2003-09-10T14:00:00Z
ACC-00618,CUS-00618,EVERYDAY_CASH,2000-01-17,10800,0.00,,3,open,24.49,188,cash_back,2000-01-17T15:00:00Z
ACC-00619,CUS-00619,SUMMIT,2022-08-18,19300,450.00,8,12,open,25.99,24305,miles,2022-08-18T14:00:00Z
ACC-00620,CUS-00620,VOYAGER,2020-02-03,18000,95.00,2,17,open,24.49,64646,miles,2020-02-03T15:00:00Z
ACC-00621,CUS-00621,SUMMIT,2022-09-21,22100,450.00,9,3,open,25.99,21838,miles,2022-09-21T14:00:00Z
ACC-00622,CUS-00622,EVERYDAY_CASH,2006-05-30,6900,0.00,,8,open,24.49,164,cash_back,2006-05-30T14:00:00Z
ACC-00623,CUS-00623,VOYAGER,2026-03-17,13000,95.00,3,8,open,24.49,34058,miles,2026-03-17T14:00:00Z
ACC-00624,CUS-00624,EVERYDAY_CASH,2007-12-08,8700,0.00,,20,open,24.49,221,cash_back,2007-12-08T15:00:00Z
ACC-00625,CUS-00625,VOYAGER,2026-05-01,18900,95.00,5,12,open,24.49,50611,miles,2026-05-01T14:00:00Z
ACC-00626,CUS-00626,EVERYDAY_CASH,1999-04-19,8200,0.00,,20,open,24.49,328,cash_back,1999-04-19T14:00:00Z
ACC-00627,CUS-00627,VOYAGER,2022-01-23,16500,95.00,1,3,open,24.49,44552,miles,2022-01-23T15:00:00Z
ACC-00628,CUS-00628,VOYAGER,2007-09-25,6500,95.00,9,12,open,24.49,81013,miles,2007-09-25T14:00:00Z
ACC-00629,CUS-00629,VOYAGER,2017-07-16,4200,95.00,7,20,open,24.49,82201,miles,2017-07-16T14:00:00Z
ACC-00630,CUS-00630,EVERYDAY_CASH,1999-10-23,7900,0.00,,17,open,24.49,559,cash_back,1999-10-23T14:00:00Z
ACC-00631,CUS-00631,VOYAGER,2003-10-04,6300,95.00,10,3,open,24.49,86668,miles,2003-10-04T14:00:00Z
ACC-00632,CUS-00632,VOYAGER,1999-08-16,4300,95.00,8,25,open,24.49,56680,miles,1999-08-16T14:00:00Z
ACC-00633,CUS-00633,EVERYDAY_CASH,1999-08-16,1500,0.00,,25,open,24.49,572,cash_back,1999-08-16T14:00:00Z
ACC-00634,CUS-00634,EVERYDAY_CASH,2001-10-24,3800,0.00,,25,open,24.49,283,cash_back,2001-10-24T14:00:00Z
ACC-00635,CUS-00635,FOUNDATION,2024-04-23,300,0.00,,3,open,28.49,400,cash_back,2024-04-23T14:00:00Z
ACC-00636,CUS-00636,EVERYDAY_CASH,2015-12-26,9900,0.00,,8,open,24.49,457,cash_back,2015-12-26T15:00:00Z
ACC-00637,CUS-00637,EVERYDAY_CASH,2017-10-30,8500,0.00,,17,open,24.49,458,cash_back,2017-10-30T14:00:00Z
ACC-00638,CUS-00638,VOYAGER,2016-12-26,18000,95.00,12,17,open,24.49,13065,miles,2016-12-26T15:00:00Z
ACC-00639,CUS-00639,SUMMIT,2026-06-06,13400,450.00,6,17,open,25.99,46776,miles,2026-06-06T14:00:00Z
ACC-00640,CUS-00640,EVERYDAY_CASH,2000-06-22,11000,0.00,,20,open,24.49,260,cash_back,2000-06-22T14:00:00Z
ACC-00641,CUS-00641,VOYAGER,2002-07-17,15300,95.00,7,3,open,24.49,87904,miles,2002-07-17T14:00:00Z
ACC-00642,CUS-00642,EVERYDAY_CASH,2021-07-08,1900,0.00,,20,open,24.49,22,cash_back,2021-07-08T14:00:00Z
ACC-00643,CUS-00643,EVERYDAY_CASH,2001-03-04,10500,0.00,,25,open,24.49,255,cash_back,2001-03-04T15:00:00Z
ACC-00644,CUS-00644,VOYAGER,2020-01-06,12600,95.00,1,25,open,24.49,87553,miles,2020-01-06T15:00:00Z
ACC-00645,CUS-00645,VOYAGER,2008-07-01,6000,95.00,7,8,open,24.49,6675,miles,2008-07-01T14:00:00Z
ACC-00646,CUS-00646,EVERYDAY_CASH,2009-05-20,6000,0.00,,17,open,24.49,462,cash_back,2009-05-20T14:00:00Z
ACC-00647,CUS-00647,VOYAGER,2004-04-05,18100,95.00,4,8,open,24.49,19860,miles,2004-04-05T14:00:00Z
ACC-00648,CUS-00648,VOYAGER,2026-08-23,7800,95.00,8,20,open,24.49,17367,miles,2026-08-23T14:00:00Z
ACC-00649,CUS-00649,EVERYDAY_CASH,2008-04-06,5800,0.00,,3,open,24.49,510,cash_back,2008-04-06T14:00:00Z
ACC-00650,CUS-00650,FOUNDATION,2002-11-03,1000,0.00,,12,open,28.49,3,cash_back,2002-11-03T15:00:00Z
ACC-00651,CUS-00651,FOUNDATION,2025-11-26,700,0.00,,20,open,28.49,140,cash_back,2025-11-26T15:00:00Z
ACC-00652,CUS-00652,EVERYDAY_CASH,2012-07-13,4700,0.00,,25,open,24.49,167,cash_back,2012-07-13T14:00:00Z
ACC-00653,CUS-00653,FOUNDATION,2011-09-29,1400,0.00,,3,open,28.49,88,cash_back,2011-09-29T14:00:00Z
ACC-00654,CUS-00654,EVERYDAY_CASH,2012-08-10,1500,0.00,,17,open,24.49,81,cash_back,2012-08-10T14:00:00Z
ACC-00655,CUS-00655,EVERYDAY_CASH,2023-09-03,8200,0.00,,8,open,24.49,204,cash_back,2023-09-03T14:00:00Z
ACC-00656,CUS-00656,EVERYDAY_CASH,2026-09-03,9800,0.00,,17,open,24.49,562,cash_back,2026-09-03T14:00:00Z
ACC-00657,CUS-00657,FOUNDATION,2025-11-27,800,0.00,,3,open,28.49,144,cash_back,2025-11-27T15:00:00Z
ACC-00658,CUS-00658,VOYAGER,1999-08-03,9000,95.00,8,25,open,24.49,15408,miles,1999-08-03T14:00:00Z
ACC-00659,CUS-00659,EVERYDAY_CASH,2016-08-30,9300,0.00,,20,open,24.49,541,cash_back,2016-08-30T14:00:00Z
ACC-00660,CUS-00660,VOYAGER,2022-05-20,14900,95.00,5,8,open,24.49,49608,miles,2022-05-20T14:00:00Z
ACC-00661,CUS-00661,FOUNDATION,2009-05-27,800,0.00,,17,open,28.49,481,cash_back,2009-05-27T14:00:00Z
ACC-00662,CUS-00662,VOYAGER,2005-03-29,5800,95.00,3,3,open,24.49,84595,miles,2005-03-29T15:00:00Z
ACC-00663,CUS-00663,EVERYDAY_CASH,2014-04-28,10800,0.00,,25,open,24.49,412,cash_back,2014-04-28T14:00:00Z
ACC-00664,CUS-00664,VOYAGER,2000-05-23,5800,95.00,5,12,open,24.49,77674,miles,2000-05-23T14:00:00Z
ACC-00665,CUS-00665,FOUNDATION,2020-11-24,1000,0.00,,25,open,28.49,396,cash_back,2020-11-24T15:00:00Z
ACC-00666,CUS-00666,EVERYDAY_CASH,2015-09-03,7600,0.00,,3,open,24.49,322,cash_back,2015-09-03T14:00:00Z
ACC-00667,CUS-00667,EVERYDAY_CASH,2001-10-25,1900,0.00,,12,open,24.49,138,cash_back,2001-10-25T14:00:00Z
ACC-00668,CUS-00668,EVERYDAY_CASH,2026-02-02,1600,0.00,,20,open,24.49,305,cash_back,2026-02-02T15:00:00Z
ACC-00669,CUS-00669,EVERYDAY_CASH,2004-07-04,9400,0.00,,17,open,24.49,254,cash_back,2004-07-04T14:00:00Z
ACC-00670,CUS-00670,EVERYDAY_CASH,2000-10-19,2800,0.00,,8,open,24.49,358,cash_back,2000-10-19T14:00:00Z
ACC-00671,CUS-00671,VOYAGER,2004-02-04,15200,95.00,2,3,open,24.49,66737,miles,2004-02-04T15:00:00Z
ACC-00672,CUS-00672,VOYAGER,2019-11-24,19700,95.00,11,3,open,24.49,30078,miles,2019-11-24T15:00:00Z
ACC-00673,CUS-00673,VOYAGER,2021-06-15,11900,95.00,6,17,open,24.49,43698,miles,2021-06-15T14:00:00Z
ACC-00674,CUS-00674,EVERYDAY_CASH,2009-07-01,7600,0.00,,12,open,24.49,587,cash_back,2009-07-01T14:00:00Z
ACC-00675,CUS-00675,FOUNDATION,2011-02-01,300,0.00,,8,open,28.49,394,cash_back,2011-02-01T15:00:00Z
ACC-00676,CUS-00676,FOUNDATION,2023-03-09,1100,0.00,,12,open,28.49,124,cash_back,2023-03-09T15:00:00Z
ACC-00677,CUS-00677,VOYAGER,2012-03-18,13100,95.00,3,3,open,24.49,12166,miles,2012-03-18T14:00:00Z
ACC-00678,CUS-00678,FOUNDATION,2015-06-04,1000,0.00,,20,open,28.49,398,cash_back,2015-06-04T14:00:00Z
ACC-00679,CUS-00679,EVERYDAY_CASH,2013-11-04,8500,0.00,,12,open,24.49,259,cash_back,2013-11-04T15:00:00Z
ACC-00680,CUS-00680,EVERYDAY_CASH,2020-10-12,4600,0.00,,12,open,24.49,349,cash_back,2020-10-12T14:00:00Z
ACC-00681,CUS-00681,EVERYDAY_CASH,2008-04-11,4600,0.00,,12,open,24.49,526,cash_back,2008-04-11T14:00:00Z
ACC-00682,CUS-00682,VOYAGER,2020-07-02,6000,95.00,7,3,open,24.49,63509,miles,2020-07-02T14:00:00Z
ACC-00683,CUS-00683,VOYAGER,2024-05-30,18500,95.00,5,12,open,24.49,51749,miles,2024-05-30T14:00:00Z
ACC-00684,CUS-00684,FOUNDATION,2009-11-02,700,0.00,,12,open,28.49,78,cash_back,2009-11-02T15:00:00Z
ACC-00685,CUS-00685,VOYAGER,2006-02-12,15400,95.00,2,12,open,24.49,86534,miles,2006-02-12T15:00:00Z
ACC-00686,CUS-00686,VOYAGER,2004-07-25,19000,95.00,7,8,open,24.49,5647,miles,2004-07-25T14:00:00Z
ACC-00687,CUS-00687,VOYAGER,2016-07-30,19800,95.00,7,17,open,24.49,6787,miles,2016-07-30T14:00:00Z
ACC-00688,CUS-00688,EVERYDAY_CASH,2019-06-03,2900,0.00,,3,open,24.49,561,cash_back,2019-06-03T14:00:00Z
ACC-00689,CUS-00689,VOYAGER,2008-11-08,14700,95.00,11,17,open,24.49,68545,miles,2008-11-08T15:00:00Z
ACC-00690,CUS-00690,VOYAGER,2010-06-23,13500,95.00,6,25,open,24.49,14054,miles,2010-06-23T14:00:00Z
ACC-00691,CUS-00691,FOUNDATION,2013-09-26,500,0.00,,25,open,28.49,375,cash_back,2013-09-26T14:00:00Z
ACC-00692,CUS-00692,EVERYDAY_CASH,2010-09-06,11800,0.00,,12,open,24.49,360,cash_back,2010-09-06T14:00:00Z
ACC-00693,CUS-00693,EVERYDAY_CASH,2009-10-16,1800,0.00,,8,open,24.49,289,cash_back,2009-10-16T14:00:00Z
ACC-00694,CUS-00694,EVERYDAY_CASH,2006-05-11,11300,0.00,,25,open,24.49,189,cash_back,2006-05-11T14:00:00Z
ACC-00695,CUS-00695,FOUNDATION,2022-01-01,1100,0.00,,3,open,28.49,349,cash_back,2022-01-01T15:00:00Z
ACC-00696,CUS-00696,EVERYDAY_CASH,2023-09-17,6300,0.00,,20,open,24.49,154,cash_back,2023-09-17T14:00:00Z
ACC-00697,CUS-00697,EVERYDAY_CASH,2005-02-11,1800,0.00,,3,open,24.49,222,cash_back,2005-02-11T15:00:00Z
ACC-00698,CUS-00698,EVERYDAY_CASH,2005-09-24,9700,0.00,,17,open,24.49,534,cash_back,2005-09-24T14:00:00Z
ACC-00699,CUS-00699,EVERYDAY_CASH,2002-10-07,8600,0.00,,12,open,24.49,51,cash_back,2002-10-07T14:00:00Z
ACC-00700,CUS-00700,FOUNDATION,2018-02-09,700,0.00,,17,open,28.49,546,cash_back,2018-02-09T15:00:00Z
ACC-00701,CUS-00701,EVERYDAY_CASH,2007-08-19,8800,0.00,,17,open,24.49,151,cash_back,2007-08-19T14:00:00Z
ACC-00702,CUS-00702,FOUNDATION,2005-07-28,400,0.00,,8,open,28.49,599,cash_back,2005-07-28T14:00:00Z
ACC-00703,CUS-00703,SUMMIT,2022-06-28,18300,450.00,6,17,open,25.99,29376,miles,2022-06-28T14:00:00Z
ACC-00704,CUS-00704,FOUNDATION,2018-12-05,300,0.00,,17,open,28.49,128,cash_back,2018-12-05T15:00:00Z
ACC-00705,CUS-00705,EVERYDAY_CASH,2026-01-22,3300,0.00,,20,open,24.49,439,cash_back,2026-01-22T15:00:00Z
ACC-00706,CUS-00706,FOUNDATION,2011-05-19,800,0.00,,17,open,28.49,190,cash_back,2011-05-19T14:00:00Z
ACC-00707,CUS-00707,EVERYDAY_CASH,2026-07-11,10600,0.00,,12,open,24.49,556,cash_back,2026-07-11T14:00:00Z
ACC-00708,CUS-00708,FOUNDATION,2017-09-27,500,0.00,,25,open,28.49,587,cash_back,2017-09-27T14:00:00Z
ACC-00709,CUS-00709,VOYAGER,2003-07-07,13200,95.00,7,20,open,24.49,20869,miles,2003-07-07T14:00:00Z
ACC-00710,CUS-00710,EVERYDAY_CASH,2018-11-23,2700,0.00,,25,open,24.49,470,cash_back,2018-11-23T15:00:00Z
ACC-00711,CUS-00711,VOYAGER,2002-08-23,18800,95.00,8,12,open,24.49,11534,miles,2002-08-23T14:00:00Z
ACC-00712,CUS-00712,VOYAGER,2012-03-28,4400,95.00,3,8,open,24.49,68373,miles,2012-03-28T14:00:00Z
ACC-00713,CUS-00713,VOYAGER,2019-11-03,7300,95.00,11,12,open,24.49,7606,miles,2019-11-03T15:00:00Z
ACC-00714,CUS-00714,VOYAGER,2008-10-26,18900,95.00,10,3,open,24.49,49018,miles,2008-10-26T14:00:00Z
ACC-00715,CUS-00715,FOUNDATION,1999-04-21,1400,0.00,,8,open,28.49,19,cash_back,1999-04-21T14:00:00Z
ACC-00716,CUS-00716,EVERYDAY_CASH,2023-11-16,5500,0.00,,20,open,24.49,176,cash_back,2023-11-16T15:00:00Z
ACC-00717,CUS-00717,FOUNDATION,2026-09-10,800,0.00,,8,open,28.49,525,cash_back,2026-09-10T14:00:00Z
ACC-00718,CUS-00718,VOYAGER,2016-06-08,6300,95.00,6,17,open,24.49,59104,miles,2016-06-08T14:00:00Z
ACC-00719,CUS-00719,EVERYDAY_CASH,2026-08-16,8700,0.00,,3,open,24.49,14,cash_back,2026-08-16T14:00:00Z
ACC-00720,CUS-00720,SUMMIT,2012-04-22,26500,450.00,4,25,open,25.99,53288,miles,2012-04-22T14:00:00Z
ACC-00721,CUS-00721,EVERYDAY_CASH,2018-10-05,5400,0.00,,8,open,24.49,101,cash_back,2018-10-05T14:00:00Z
ACC-00722,CUS-00722,VOYAGER,2018-12-13,17300,95.00,12,3,open,24.49,22744,miles,2018-12-13T15:00:00Z
ACC-00723,CUS-00723,EVERYDAY_CASH,2012-01-14,3500,0.00,,12,open,24.49,493,cash_back,2012-01-14T15:00:00Z
ACC-00724,CUS-00724,EVERYDAY_CASH,2004-02-04,9300,0.00,,12,open,24.49,30,cash_back,2004-02-04T15:00:00Z
ACC-00725,CUS-00725,VOYAGER,2006-10-03,19800,95.00,10,25,open,24.49,71029,miles,2006-10-03T14:00:00Z
ACC-00726,CUS-00726,FOUNDATION,2000-11-08,500,0.00,,12,open,28.49,358,cash_back,2000-11-08T15:00:00Z
ACC-00727,CUS-00727,EVERYDAY_CASH,2009-10-10,4800,0.00,,25,open,24.49,69,cash_back,2009-10-10T14:00:00Z
ACC-00728,CUS-00728,VOYAGER,2014-03-20,7800,95.00,3,20,open,24.49,68638,miles,2014-03-20T14:00:00Z
ACC-00729,CUS-00729,VOYAGER,2026-05-02,9600,95.00,5,17,open,24.49,73590,miles,2026-05-02T14:00:00Z
ACC-00730,CUS-00730,EVERYDAY_CASH,2009-04-29,5000,0.00,,20,open,24.49,327,cash_back,2009-04-29T14:00:00Z
ACC-00731,CUS-00731,EVERYDAY_CASH,2007-06-21,7600,0.00,,12,open,24.49,579,cash_back,2007-06-21T14:00:00Z
ACC-00732,CUS-00732,FOUNDATION,2009-10-05,600,0.00,,3,open,28.49,393,cash_back,2009-10-05T14:00:00Z
ACC-00733,CUS-00733,EVERYDAY_CASH,2012-07-20,2800,0.00,,12,open,24.49,105,cash_back,2012-07-20T14:00:00Z
ACC-00734,CUS-00734,EVERYDAY_CASH,2001-11-03,2700,0.00,,8,open,24.49,475,cash_back,2001-11-03T15:00:00Z
ACC-00735,CUS-00735,EVERYDAY_CASH,2007-10-26,2900,0.00,,3,open,24.49,451,cash_back,2007-10-26T14:00:00Z
ACC-00736,CUS-00736,FOUNDATION,2020-05-09,1000,0.00,,8,open,28.49,58,cash_back,2020-05-09T14:00:00Z
ACC-00737,CUS-00737,EVERYDAY_CASH,2020-01-15,4200,0.00,,12,open,24.49,262,cash_back,2020-01-15T15:00:00Z
ACC-00738,CUS-00738,EVERYDAY_CASH,2013-10-24,1700,0.00,,8,open,24.49,544,cash_back,2013-10-24T14:00:00Z
ACC-00739,CUS-00739,VOYAGER,2003-06-12,12300,95.00,6,25,open,24.49,21205,miles,2003-06-12T14:00:00Z
ACC-00740,CUS-00740,FOUNDATION,2008-11-15,700,0.00,,3,open,28.49,1,cash_back,2008-11-15T15:00:00Z
ACC-00741,CUS-00741,VOYAGER,2011-12-04,9700,95.00,12,25,open,24.49,18575,miles,2011-12-04T15:00:00Z
ACC-00742,CUS-00742,EVERYDAY_CASH,2022-11-12,1800,0.00,,17,open,24.49,466,cash_back,2022-11-12T15:00:00Z
ACC-00743,CUS-00743,EVERYDAY_CASH,2007-04-13,3300,0.00,,3,open,24.49,262,cash_back,2007-04-13T14:00:00Z
ACC-00744,CUS-00744,EVERYDAY_CASH,2017-09-02,8500,0.00,,17,open,24.49,522,cash_back,2017-09-02T14:00:00Z
ACC-00745,CUS-00745,SUMMIT,2023-03-10,11300,450.00,3,17,open,25.99,48614,miles,2023-03-10T15:00:00Z
ACC-00746,CUS-00746,EVERYDAY_CASH,1999-03-26,3500,0.00,,8,open,24.49,440,cash_back,1999-03-26T15:00:00Z
ACC-00747,CUS-00747,EVERYDAY_CASH,2019-03-19,4300,0.00,,3,open,24.49,276,cash_back,2019-03-19T14:00:00Z
ACC-00748,CUS-00748,VOYAGER,2025-12-12,16400,95.00,12,8,open,24.49,83614,miles,2025-12-12T15:00:00Z
ACC-00749,CUS-00749,EVERYDAY_CASH,2024-05-20,8900,0.00,,20,open,24.49,276,cash_back,2024-05-20T14:00:00Z
ACC-00750,CUS-00750,VOYAGER,2010-02-20,19700,95.00,2,25,open,24.49,21252,miles,2010-02-20T15:00:00Z
ACC-00751,CUS-00751,FOUNDATION,2022-04-02,400,0.00,,3,open,28.49,56,cash_back,2022-04-02T14:00:00Z
ACC-00752,CUS-00752,FOUNDATION,2014-01-08,1200,0.00,,20,open,28.49,123,cash_back,2014-01-08T15:00:00Z
ACC-00753,CUS-00753,VOYAGER,2017-10-22,15800,95.00,10,17,open,24.49,47235,miles,2017-10-22T14:00:00Z
ACC-00754,CUS-00754,VOYAGER,2016-10-16,5900,95.00,10,25,open,24.49,40444,miles,2016-10-16T14:00:00Z
ACC-00755,CUS-00755,FOUNDATION,1999-06-01,1100,0.00,,17,open,28.49,285,cash_back,1999-06-01T14:00:00Z
ACC-00756,CUS-00756,EVERYDAY_CASH,2012-02-16,7700,0.00,,17,open,24.49,169,cash_back,2012-02-16T15:00:00Z
ACC-00757,CUS-00757,FOUNDATION,2015-02-01,400,0.00,,25,open,28.49,583,cash_back,2015-02-01T15:00:00Z
ACC-00758,CUS-00758,VOYAGER,2014-09-06,15400,95.00,9,25,open,24.49,33777,miles,2014-09-06T14:00:00Z
ACC-00759,CUS-00759,EVERYDAY_CASH,2026-09-05,10100,0.00,,20,open,24.49,265,cash_back,2026-09-05T14:00:00Z
ACC-00760,CUS-00760,SUMMIT,2002-08-24,15600,450.00,8,8,open,25.99,68435,miles,2002-08-24T14:00:00Z
ACC-00761,CUS-00761,EVERYDAY_CASH,2005-02-03,3600,0.00,,20,open,24.49,301,cash_back,2005-02-03T15:00:00Z
ACC-00762,CUS-00762,EVERYDAY_CASH,2019-09-19,7600,0.00,,17,open,24.49,87,cash_back,2019-09-19T14:00:00Z
ACC-00763,CUS-00763,EVERYDAY_CASH,2009-06-23,4900,0.00,,20,open,24.49,397,cash_back,2009-06-23T14:00:00Z
ACC-00764,CUS-00764,EVERYDAY_CASH,2018-03-01,8300,0.00,,8,open,24.49,562,cash_back,2018-03-01T15:00:00Z
ACC-00765,CUS-00765,EVERYDAY_CASH,2024-04-30,10200,0.00,,8,open,24.49,508,cash_back,2024-04-30T14:00:00Z
ACC-00766,CUS-00766,FOUNDATION,2016-12-09,1400,0.00,,3,open,28.49,92,cash_back,2016-12-09T15:00:00Z
ACC-00767,CUS-00767,EVERYDAY_CASH,2000-06-01,5100,0.00,,20,open,24.49,209,cash_back,2000-06-01T14:00:00Z
ACC-00768,CUS-00768,FOUNDATION,2024-08-20,600,0.00,,8,open,28.49,199,cash_back,2024-08-20T14:00:00Z
ACC-00769,CUS-00769,EVERYDAY_CASH,2017-07-14,8700,0.00,,3,open,24.49,488,cash_back,2017-07-14T14:00:00Z
ACC-00770,CUS-00770,SUMMIT,2013-12-07,24300,450.00,12,17,open,25.99,35151,miles,2013-12-07T15:00:00Z
ACC-00771,CUS-00771,FOUNDATION,2005-06-29,1000,0.00,,17,open,28.49,66,cash_back,2005-06-29T14:00:00Z
ACC-00772,CUS-00772,VOYAGER,2024-08-03,14300,95.00,8,8,open,24.49,9958,miles,2024-08-03T14:00:00Z
ACC-00773,CUS-00773,VOYAGER,2017-07-13,14900,95.00,7,20,open,24.49,53743,miles,2017-07-13T14:00:00Z
ACC-00774,CUS-00774,EVERYDAY_CASH,2014-11-20,10200,0.00,,3,open,24.49,286,cash_back,2014-11-20T15:00:00Z
ACC-00775,CUS-00775,EVERYDAY_CASH,2009-04-17,10800,0.00,,17,open,24.49,133,cash_back,2009-04-17T14:00:00Z
ACC-00776,CUS-00776,FOUNDATION,2026-01-06,300,0.00,,3,open,28.49,577,cash_back,2026-01-06T15:00:00Z
ACC-00777,CUS-00777,VOYAGER,2006-10-22,8200,95.00,10,12,open,24.49,32471,miles,2006-10-22T14:00:00Z
ACC-00778,CUS-00778,EVERYDAY_CASH,2008-03-14,2400,0.00,,25,open,24.49,477,cash_back,2008-03-14T14:00:00Z
ACC-00779,CUS-00779,EVERYDAY_CASH,1999-07-23,8700,0.00,,20,open,24.49,76,cash_back,1999-07-23T14:00:00Z
ACC-00780,CUS-00780,EVERYDAY_CASH,2020-06-06,2000,0.00,,17,open,24.49,441,cash_back,2020-06-06T14:00:00Z
ACC-00781,CUS-00781,FOUNDATION,2026-04-17,1200,0.00,,3,open,28.49,354,cash_back,2026-04-17T14:00:00Z
ACC-00782,CUS-00782,VOYAGER,2006-08-13,5900,95.00,8,12,open,24.49,40023,miles,2006-08-13T14:00:00Z
ACC-00783,CUS-00783,EVERYDAY_CASH,2026-08-06,6300,0.00,,8,open,24.49,4,cash_back,2026-08-06T14:00:00Z
ACC-00784,CUS-00784,SUMMIT,2022-05-20,16600,450.00,5,17,open,25.99,13393,miles,2022-05-20T14:00:00Z
ACC-00785,CUS-00785,EVERYDAY_CASH,2024-07-16,7700,0.00,,8,open,24.49,262,cash_back,2024-07-16T14:00:00Z
ACC-00786,CUS-00786,EVERYDAY_CASH,2000-03-22,11900,0.00,,25,open,24.49,458,cash_back,2000-03-22T15:00:00Z
ACC-00787,CUS-00787,EVERYDAY_CASH,2011-08-07,10300,0.00,,12,open,24.49,520,cash_back,2011-08-07T14:00:00Z
ACC-00788,CUS-00788,EVERYDAY_CASH,2020-07-16,1500,0.00,,3,open,24.49,422,cash_back,2020-07-16T14:00:00Z
ACC-00789,CUS-00789,EVERYDAY_CASH,2006-10-02,5000,0.00,,25,open,24.49,440,cash_back,2006-10-02T14:00:00Z
ACC-00790,CUS-00790,EVERYDAY_CASH,2013-02-17,6200,0.00,,3,open,24.49,101,cash_back,2013-02-17T15:00:00Z
ACC-00791,CUS-00791,VOYAGER,2012-10-07,11200,95.00,10,25,open,24.49,5424,miles,2012-10-07T14:00:00Z
ACC-00792,CUS-00792,EVERYDAY_CASH,2012-11-19,5200,0.00,,25,open,24.49,77,cash_back,2012-11-19T15:00:00Z
ACC-00793,CUS-00793,VOYAGER,1999-05-01,17700,95.00,5,17,open,24.49,63523,miles,1999-05-01T14:00:00Z
ACC-00794,CUS-00794,EVERYDAY_CASH,2003-01-01,5400,0.00,,20,open,24.49,4,cash_back,2003-01-01T15:00:00Z
ACC-00795,CUS-00795,EVERYDAY_CASH,2004-05-17,11100,0.00,,8,open,24.49,247,cash_back,2004-05-17T14:00:00Z
ACC-00796,CUS-00796,EVERYDAY_CASH,2011-03-24,10500,0.00,,3,open,24.49,182,cash_back,2011-03-24T14:00:00Z
ACC-00797,CUS-00797,EVERYDAY_CASH,2018-05-02,2400,0.00,,3,open,24.49,545,cash_back,2018-05-02T14:00:00Z
ACC-00798,CUS-00798,FOUNDATION,2025-11-25,1400,0.00,,20,open,28.49,502,cash_back,2025-11-25T15:00:00Z
ACC-00799,CUS-00799,SUMMIT,2026-08-23,11400,450.00,8,3,open,25.99,80468,miles,2026-08-23T14:00:00Z
ACC-00800,CUS-00800,EVERYDAY_CASH,2015-03-21,2300,0.00,,25,open,24.49,583,cash_back,2015-03-21T14:00:00Z
ACC-00801,CUS-00801,SUMMIT,2002-02-12,34100,450.00,2,20,open,25.99,4413,miles,2002-02-12T15:00:00Z
ACC-00802,CUS-00802,VOYAGER,2020-12-14,4800,95.00,12,25,open,24.49,27205,miles,2020-12-14T15:00:00Z
ACC-00803,CUS-00803,VOYAGER,2024-01-27,18100,95.00,1,20,open,24.49,13865,miles,2024-01-27T15:00:00Z
ACC-00804,CUS-00804,EVERYDAY_CASH,2010-06-26,9600,0.00,,25,open,24.49,4,cash_back,2010-06-26T14:00:00Z
ACC-00805,CUS-00805,EVERYDAY_CASH,2026-09-06,6100,0.00,,3,open,24.49,498,cash_back,2026-09-06T14:00:00Z
ACC-00806,CUS-00806,VOYAGER,2006-08-09,18800,95.00,8,25,open,24.49,3302,miles,2006-08-09T14:00:00Z
ACC-00807,CUS-00807,EVERYDAY_CASH,2006-05-02,10000,0.00,,3,open,24.49,146,cash_back,2006-05-02T14:00:00Z
ACC-00808,CUS-00808,VOYAGER,2003-01-29,5800,95.00,1,17,open,24.49,51684,miles,2003-01-29T15:00:00Z
ACC-00809,CUS-00809,EVERYDAY_CASH,2001-01-28,10300,0.00,,25,open,24.49,462,cash_back,2001-01-28T15:00:00Z
ACC-00810,CUS-00810,EVERYDAY_CASH,2007-04-16,6100,0.00,,12,open,24.49,412,cash_back,2007-04-16T14:00:00Z
ACC-00811,CUS-00811,EVERYDAY_CASH,2014-11-29,10000,0.00,,17,open,24.49,174,cash_back,2014-11-29T15:00:00Z
ACC-00812,CUS-00812,VOYAGER,2005-11-18,18300,95.00,11,17,open,24.49,37680,miles,2005-11-18T15:00:00Z
ACC-00813,CUS-00813,EVERYDAY_CASH,2004-08-20,6700,0.00,,17,open,24.49,159,cash_back,2004-08-20T14:00:00Z
ACC-00814,CUS-00814,VOYAGER,2011-08-03,11200,95.00,8,8,open,24.49,79019,miles,2011-08-03T14:00:00Z
